# time ess z_mean
1609059608.140735388 0.000000000 0.000000000
1609059608.141503811 0.000000000 0.000000000
1609059608.165765524 0.000000000 0.000000000
1609059608.190798521 0.000000000 0.000000000
1609059608.191529274 0.000000000 0.000000000
1609059608.215798855 0.000000000 0.000000000
1609059608.216492176 0.000000000 0.000000000
1609059608.265765429 0.000000000 0.000000000
1609059608.266587257 0.000000000 0.000000000
1609059608.290801287 0.000000000 0.000000000
1609059608.291204453 0.000000000 0.000000000
1609059608.316511154 0.000000000 0.000000000
1609059608.340780735 0.000000000 0.000000000
1609059608.365818739 0.000000000 0.000000000
1609059608.366569996 0.000000000 0.000000000
1609059608.390556812 0.000000000 0.000000000
1609059608.391506195 0.000000000 0.000000000
1609059608.440732956 0.000000000 0.000000000
1609059608.441472769 0.000000000 0.000000000
1609059608.465778351 0.000000000 0.000000000
1609059608.466014862 0.000000000 0.000000000
1609059608.491489172 0.000000000 0.000000000
1609059608.515798569 0.000000000 0.000000000
1609059608.540819645 0.000000000 0.000000000
1609059608.541570902 0.000000000 0.000000000
1609059608.565843582 0.000000000 0.000000000
1609059608.615763664 0.000000000 0.000000000
1609059608.616497755 0.000000000 0.000000000
1609059608.640780926 0.000000000 0.000000000
1609059608.641064405 0.000000000 0.000000000
1609059608.665758610 0.000000000 0.000000000
1609059608.666498423 0.000000000 0.000000000
1609059608.690787315 0.000000000 0.000000000
1609059608.715742350 0.000000000 0.000000000
1609059608.716594934 0.000000000 0.000000000
1609059608.740570545 0.000000000 0.000000000
1609059608.741501331 0.000000000 0.000000000
1609059608.790742159 0.000000000 0.000000000
1609059608.791493893 0.000000000 0.000000000
1609059608.815754652 0.000000000 0.000000000
1609059608.816049099 0.000000000 0.000000000
1609059608.841482162 0.000000000 0.000000000
1609059608.865762234 0.000000000 0.000000000
1609059608.890736818 0.000000000 0.000000000
1609059608.891499043 0.000000000 0.000000000
1609059608.915890217 0.000000000 0.000000000
1609059608.916543484 0.000000000 0.000000000
1609059608.965770245 0.000000000 0.000000000
