timestamp,magnetic_field.x,magnetic_field.y,magnetic_field.z
0.133453369140625,-2.417629957199097e-05,4.526695609092712e-05,-5.0056970119476325e-05
0.1534867286682129,-2.4780054390430453e-05,4.539774358272552e-05,-4.9779891967773445e-05
0.16161751747131348,-2.457389384508133e-05,4.507804811000824e-05,-4.9779891967773445e-05
0.18150067329406738,-2.3867060244083407e-05,4.539774358272552e-05,-5.015904903411866e-05
0.18949055671691895,-2.3984865844249728e-05,4.501991868019103e-05,-4.998405277729035e-05
0.20545172691345215,-2.419102638959885e-05,4.464209675788879e-05,-5.066945552825928e-05
0.2214515209197998,-2.458861917257309e-05,4.477288126945495e-05,-4.960489869117738e-05
0.23346161842346191,-2.439718693494797e-05,4.458397328853607e-05,-5.037779808044434e-05
0.24945068359375,-2.435300946235657e-05,4.490366876125335e-05,-4.957573115825654e-05
0.2614564895629883,-2.3999592661857607e-05,4.494726061820984e-05,-5.072778463363648e-05
0.27745556831359863,-2.416157424449921e-05,4.5688375830650327e-05,-5.008613467216493e-05
0.2982485294342041,-2.433828264474869e-05,4.535414576530456e-05,-4.944448769092561e-05
0.30625152587890625,-2.3646174371242523e-05,4.539774358272552e-05,-4.979447424411774e-05
0.3262605667114258,-2.3911237716674807e-05,4.493273198604584e-05,-5.008613467216493e-05
0.33425331115722656,-2.3837609589099887e-05,4.487460255622863e-05,-4.9779891967773445e-05
0.350250244140625,-2.3660899698734283e-05,4.506351649761199e-05,-4.961948096752168e-05
0.36237239837646484,-2.3984865844249728e-05,4.475835263729095e-05,-4.961948096752168e-05
0.3782532215118408,-2.3778705298900604e-05,4.509257972240448e-05,-4.970697760581971e-05
0.3942532539367676,-2.4073220789432528e-05,4.497632682323456e-05,-4.941531717777253e-05
0.40625643730163574,-2.3778705298900604e-05,4.516523778438568e-05,-4.996947050094605e-05
0.4222424030303955,-2.445608824491501e-05,4.55866515636444e-05,-5.02902925014496e-05
0.4343693256378174,-2.436773478984833e-05,4.500539004802703e-05,-4.957573115825654e-05
0.45025134086608887,-2.433828264474869e-05,4.496179223060608e-05,-4.996947050094605e-05
0.46224236488342285,-2.408794611692429e-05,4.500539004802703e-05,-4.979447424411774e-05
0.4782674312591553,-2.467697411775589e-05,4.464209675788879e-05,-5.01736342906952e-05
0.4982633590698242,-2.423520386219025e-05,4.52814906835556e-05,-5.027571320533754e-05
0.5062522888183594,-2.4691699445247653e-05,4.501991868019103e-05,-5.08298695087433e-05
0.5222430229187012,-2.405849397182465e-05,4.509257972240448e-05,-4.950281977653504e-05
0.5382764339447021,-2.4117398262023928e-05,4.506351649761199e-05,-4.964864552021027e-05
0.5502424240112305,-2.3940688371658328e-05,4.544133841991424e-05,-4.995488822460176e-05
0.566265344619751,-2.410267144441605e-05,4.535414576530456e-05,-4.972155988216401e-05
0.5782523155212402,-2.452971786260605e-05,4.545587003231048e-05,-4.954656660556794e-05
0.5942542552947998,-2.426465451717377e-05,4.548493325710296e-05,-5.0261127948760994e-05
0.6062512397766113,-2.424992918968201e-05,4.574649930000305e-05,-5.037779808044434e-05
0.622260332107544,-2.419102638959885e-05,4.526695609092712e-05,-4.982364475727082e-05
0.6342530250549316,-2.435300946235657e-05,4.522336423397064e-05,-5.0538206100463874e-05
0.6502430438995361,-2.432355731725693e-05,4.522336423397064e-05,-5.0261127948760994e-05
0.6622424125671387,-2.404376864433289e-05,4.555759131908416e-05,-5.0188219547271735e-05
0.6782643795013428,-2.416157424449921e-05,4.5543059706687925e-05,-5.052362680435181e-05
0.690371036529541,-2.405849397182465e-05,4.5644780993461605e-05,-5.085903406143189e-05
0.7102892398834229,-2.423520386219025e-05,4.544133841991424e-05,-5.078611373901368e-05
0.7222442626953125,-2.373452931642533e-05,4.5688375830650327e-05,-5.0538206100463874e-05
0.7350664138793945,-2.3970140516757968e-05,4.525242745876312e-05,-5.037779808044434e-05
0.751056432723999,-2.432355731725693e-05,4.517976641654968e-05,-5.02027988433838e-05
0.7631733417510986,-2.422047704458237e-05,4.497632682323456e-05,-5.072778463363648e-05
0.7910716533660889,-2.371980398893357e-05,4.493273198604584e-05,-5.059653520584107e-05
0.8070583343505859,-2.420575171709061e-05,4.488913714885712e-05,-5.0684034824371344e-05
0.8190724849700928,-2.454444169998169e-05,4.454037547111511e-05,-5.084444880485536e-05
0.8390679359436035,-2.414684891700745e-05,4.490366876125335e-05,-4.998405277729035e-05
0.8510458469390869,-2.450026571750641e-05,4.483101069927215e-05,-4.9400734901428233e-05
0.8630928993225098,-2.432355731725693e-05,4.487460255622863e-05,-4.988197386264802e-05
0.8950586318969727,-2.3911237716674807e-05,4.494726061820984e-05,-4.969239532947541e-05
0.9110770225524902,-2.3808157444000247e-05,4.526695609092712e-05,-5.002780556678773e-05
0.9190559387207031,-2.346946597099304e-05,4.512164294719696e-05,-4.983822703361512e-05
