# time ess z_mean
1609059013.301214218 0.000000000 0.000000000
1609059013.302429199 0.000000000 0.000000000
1609059013.326694250 0.000000000 0.000000000
1609059013.328027964 0.000000000 0.000000000
1609059013.351470232 0.000000000 0.000000000
1609059013.352427006 0.000000000 0.000000000
1609059013.376681566 0.000000000 0.000000000
1609059013.377373934 0.000000000 0.000000000
1609059013.401241302 0.000000000 0.000000000
1609059013.401954412 0.000000000 0.000000000
1609059013.451690674 0.000000000 0.000000000
1609059013.452510834 0.000000000 0.000000000
1609059013.478341103 0.000000000 0.000000000
1609059013.501637697 0.000000000 0.000000000
1609059013.502452850 0.000000000 0.000000000
1609059013.526731730 0.000000000 0.000000000
1609059013.527410507 0.000000000 0.000000000
1609059013.551682234 0.000000000 0.000000000
1609059013.553397179 0.000000000 0.000000000
1609059013.577053547 0.000000000 0.000000000
1609059013.577428102 0.000000000 0.000000000
1609059013.626677513 0.000000000 0.000000000
1609059013.627493620 0.000000000 0.000000000
1609059013.651251078 0.000000000 0.000000000
1609059013.652441740 0.000000000 0.000000000
1609059013.676730633 0.000000000 0.000000000
1609059013.677418947 0.000000000 0.000000000
1609059013.701673508 0.000000000 0.000000000
1609059013.702464104 0.000000000 0.000000000
1609059013.726709843 0.000000000 0.000000000
1609059013.727855444 0.000000000 0.000000000
1609059013.751206160 0.000000000 0.000000000
1609059013.752588749 0.000000000 0.000000000
1609059013.801708221 0.000000000 0.000000000
1609059013.802488804 0.000000000 0.000000000
1609059013.827366114 0.000000000 0.000000000
1609059013.851657391 0.000000000 0.000000000
1609059013.852463961 0.000000000 0.000000000
1609059013.878476620 0.000000000 0.000000000
1609059013.878805161 0.000000000 0.000000000
1609059013.901676416 0.000000000 0.000000000
1609059013.902382851 0.000000000 0.000000000
1609059013.926205158 0.000000000 0.000000000
1609059013.927292585 0.000000000 0.000000000
1609059013.976624250 0.000000000 0.000000000
1609059013.977473259 0.000000000 0.000000000
1609059014.001658678 0.000000000 0.000000000
1609059014.002406120 0.000000000 0.000000000
1609059014.026619196 0.000000000 0.000000000
1609059014.027431965 0.000000000 0.000000000
1609059014.051801682 0.000000000 0.000000000
1609059014.052491665 0.000000000 0.000000000
1609059014.076707125 0.000000000 0.000000000
1609059014.077957392 0.000000000 0.000000000
1609059014.101238728 0.000000000 0.000000000
1609059014.101926565 0.000000000 0.000000000
1609059014.151663780 0.000000000 0.000000000
1609059014.152452946 0.000000000 0.000000000
1609059014.176192760 0.000000000 0.000000000
1609059014.177406549 0.000000000 0.000000000
1609059014.201645374 0.000000000 0.000000000
1609059014.202740192 0.000000000 0.000000000
1609059014.226705551 0.000000000 0.000000000
1609059014.227756023 0.000000000 0.000000000
1609059014.251700878 0.000000000 0.000000000
1609059014.252465963 0.000000000 0.000000000
1609059014.276201963 0.000000000 0.000000000
1609059014.276944160 0.000000000 0.000000000
1609059014.326626301 0.000000000 0.000000000
1609059014.327404737 0.000000000 0.000000000
1609059014.352396965 0.000000000 0.000000000
1609059014.376613855 0.000000000 0.000000000
1609059014.377999306 0.000000000 0.000000000
1609059014.401483536 0.000000000 0.000000000
1609059014.402589798 0.000000000 0.000000000
1609059014.426669359 0.000000000 0.000000000
1609059014.427453995 0.000000000 0.000000000
1609059014.451242447 0.000000000 0.000000000
1609059014.452485561 0.000000000 0.000000000
1609059014.501642704 0.000000000 0.000000000
1609059014.502378464 0.000000000 0.000000000
1609059014.526675940 0.000000000 0.000000000
1609059014.527339935 0.000000000 0.000000000
1609059014.551737547 0.000000000 0.000000000
1609059014.552378893 0.000000000 0.000000000
1609059014.576636314 0.000000000 0.000000000
1609059014.577972174 0.000000000 0.000000000
1609059014.601651430 0.000000000 0.000000000
1609059014.602385283 0.000000000 0.000000000
1609059014.626202345 0.000000000 0.000000000
1609059014.626911163 0.000000000 0.000000000
1609059014.676630735 0.000000000 0.000000000
1609059014.677962303 0.000000000 0.000000000
1609059014.701652050 0.000000000 0.000000000
1609059014.702329874 0.000000000 0.000000000
1609059014.726676464 0.000000000 0.000000000
1609059014.727538109 0.000000000 0.000000000
1609059014.751458645 0.000000000 0.000000000
1609059014.752476215 0.000000000 0.000000000
1609059014.776633501 0.000000000 0.000000000
1609059014.777388811 0.000000000 0.000000000
1609059014.801238775 0.000000000 0.000000000
1609059014.801923037 0.000000000 0.000000000
1609059014.851616383 0.000000000 0.000000000
1609059014.852462530 0.000000000 0.000000000
1609059014.877341270 0.000000000 0.000000000
1609059014.901632547 0.000000000 0.000000000
1609059014.902800560 0.000000000 0.000000000
1609059014.926421642 0.000000000 0.000000000
1609059014.927471638 0.000000000 0.000000000
1609059014.951645136 0.000000000 0.000000000
1609059014.952385187 0.000000000 0.000000000
1609059014.976187944 0.000000000 0.000000000
1609059014.977340698 0.000000000 0.000000000
1609059015.026700258 0.000000000 0.000000000
1609059015.027444363 0.000000000 0.000000000
1609059015.052402973 0.000000000 0.000000000
1609059015.076676130 0.000000000 0.000000000
1609059015.077403307 0.000000000 0.000000000
1609059015.101691246 0.000000000 0.000000000
1609059015.102421045 0.000000000 0.000000000
1609059015.126682043 0.000000000 0.000000000
1609059015.127387047 0.000000000 0.000000000
1609059015.151238918 0.000000000 0.000000000
1609059015.152400255 0.000000000 0.000000000
1609059015.201631784 0.000000000 0.000000000
1609059015.202441931 0.000000000 0.000000000
1609059015.227360725 0.000000000 0.000000000
1609059015.251681328 0.000000000 0.000000000
1609059015.252429247 0.000000000 0.000000000
1609059015.276448965 0.000000000 0.000000000
1609059015.277396679 0.000000000 0.000000000
1609059015.301652908 0.000000000 0.000000000
1609059015.302357912 0.000000000 0.000000000
1609059015.326176643 0.000000000 0.000000000
1609059015.327335835 0.000000000 0.000000000
1609059015.376666784 0.000000000 0.000000000
1609059015.377418280 0.000000000 0.000000000
1609059015.402378559 0.000000000 0.000000000
1609059015.426632643 0.000000000 0.000000000
1609059015.427467585 0.000000000 0.000000000
1609059015.451453686 0.000000000 0.000000000
1609059015.452453136 0.000000000 0.000000000
1609059015.476657867 0.000000000 0.000000000
1609059015.477474689 0.000000000 0.000000000
1609059015.501243591 0.000000000 0.000000000
1609059015.502436638 0.000000000 0.000000000
1609059015.551715374 0.000000000 0.000000000
1609059015.552399635 0.000000000 0.000000000
1609059015.576628685 0.000000000 0.000000000
1609059015.577323914 0.000000000 0.000000000
1609059015.601670742 0.000000000 0.000000000
1609059015.602394104 0.000000000 0.000000000
1609059015.626466990 0.000000000 0.000000000
1609059015.627491713 0.000000000 0.000000000
1609059015.651657104 0.000000000 0.000000000
1609059015.652351141 0.000000000 0.000000000
1609059015.676169157 0.000000000 0.000000000
1609059015.677416086 0.000000000 0.000000000
1609059015.726601601 0.000000000 0.000000000
1609059015.727401257 0.000000000 0.000000000
1609059015.751145363 0.000000000 0.000000000
1609059015.752345324 0.000000000 0.000000000
1609059015.776612282 0.000000000 0.000000000
1609059015.777435541 0.000000000 0.000000000
1609059015.801423550 0.000000000 0.000000000
1609059015.802434683 0.000000000 0.000000000
1609059015.826656580 0.000000000 0.000000000
1609059015.827437162 0.000000000 0.000000000
1609059015.851182699 0.000000000 0.000000000
1609059015.852416515 0.000000000 0.000000000
1609059015.901638269 0.000000000 0.000000000
1609059015.902461767 0.000000000 0.000000000
1609059015.926183462 0.000000000 0.000000000
1609059015.927472115 0.000000000 0.000000000
1609059015.951671839 0.000000000 0.000000000
1609059015.952433586 0.000000000 0.000000000
